Year,Sport,Country,NOC,Prev_Sport_Medals,Athlete_Count,Is_Host,Population,GDP_per_capita,log_Pop,log_GDPpc,Gold,Silver,Bronze,Total_Medals
2008,Athletics,Canada,CAN,2.0,29,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,0,0,2,2
2008,Canoe Sprint,Canada,CAN,3.0,0,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,0,1,1,2
2008,Diving,Canada,CAN,2.0,10,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,0,2,0,2
2008,Equestrian Jumping,Canada,CAN,1.0,0,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,1,1,0,2
2008,Rowing,Canada,CAN,1.0,35,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,1,1,2,4
2008,Swimming,Canada,CAN,1.0,27,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,0,0,1,1
2008,Taekwondo,Canada,CAN,1.0,3,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,0,1,0,1
2008,Trampolining,Canada,CAN,1.0,3,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,0,2,0,2
2008,Triathlon,Canada,CAN,1.0,6,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,0,1,0,1
2008,Weightlifting,Canada,CAN,1.0,5,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,0,0,1,1
2008,Wrestling,Canada,CAN,1.0,10,0,33404548.0,53711.68,17.32420264627767,10.891404379252874,1,0,1,2
2012,Athletics,Canada,CAN,2.0,42,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,1,0,1
2012,Canoe Sprint,Canada,CAN,2.0,0,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,1,2,3
2012,Cycling Track,Canada,CAN,1.0,0,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,0,1,1
2012,Diving,Canada,CAN,2.0,9,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,0,2,2
2012,Football,Canada,CAN,1.0,18,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,0,1,1
2012,Judo,Canada,CAN,1.0,8,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,0,1,1
2012,Marathon Swimming,Canada,CAN,0.0,0,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,0,1,1
2012,Rowing,Canada,CAN,4.0,30,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,2,0,2
2012,Swimming,Canada,CAN,1.0,33,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,1,1,2
2012,Trampolining,Canada,CAN,2.0,3,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,1,0,0,1
2012,Weightlifting,Canada,CAN,1.0,3,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,1,0,0,1
2012,Wrestling,Canada,CAN,2.0,9,0,34900705.0,54034.805,17.368017616194408,10.897402161377753,0,1,1,2
2016,Athletics,Canada,CAN,1.0,61,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,1,1,4,6
2016,Cycling Mountain Bike,Canada,CAN,1.0,0,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,0,0,1,1
2016,Cycling Track,Canada,CAN,1.0,0,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,0,0,1,1
2016,Diving,Canada,CAN,2.0,7,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,0,0,2,2
2016,Equestrian Jumping,Canada,CAN,2.0,0,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,0,0,1,1
2016,Football,Canada,CAN,1.0,18,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,0,0,1,1
2016,Rowing,Canada,CAN,2.0,26,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,0,1,0,1
2016,Rugby Sevens,Canada,CAN,0.0,12,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,0,0,1,1
2016,Swimming,Canada,CAN,2.0,30,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,1,1,4,6
2016,Trampolining,Canada,CAN,1.0,2,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,1,0,0,1
2016,Wrestling,Canada,CAN,2.0,8,0,36289822.0,55606.156,17.40704790180067,10.926067176992863,1,0,0,1
2020,Athletics,Canada,CAN,6.0,61,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,2,2,2,6
2020,Canoe Sprint,Canada,CAN,3.0,0,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,0,1,1,2
2020,Cycling Track,Canada,CAN,1.0,0,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,1,0,1,2
2020,Diving,Canada,CAN,2.0,7,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,0,1,0,1
2020,Football,Canada,CAN,1.0,18,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,1,0,0,1
2020,Judo,Canada,CAN,1.0,8,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,0,0,2,2
2020,Rowing,Canada,CAN,1.0,26,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,1,0,1,2
2020,Softball,Canada,CAN,0.0,0,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,0,0,1,1
2020,Swimming,Canada,CAN,6.0,30,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,1,3,2,6
2020,Weightlifting,Canada,CAN,1.0,3,0,37603205.0,54092.88,17.442599870682635,10.898476334590857,1,0,0,1
2024,Athletics,Canada,CAN,6.0,61,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,3,1,1,5
2024,Beach Volleyball,Canada,CAN,1.0,6,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,1,0,1
2024,Boxing,Canada,CAN,1.0,11,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,0,1,1
2024,Breaking,Canada,CAN,0.0,0,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,1,0,0,1
2024,Canoe Sprint,Canada,CAN,2.0,0,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,1,0,1,2
2024,Diving,Canada,CAN,1.0,7,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,0,1,1
2024,Fencing,Canada,CAN,0.0,0,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,0,1,1
2024,Judo,Canada,CAN,2.0,8,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,1,0,0,1
2024,Rowing,Canada,CAN,2.0,26,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,1,0,1
2024,Rugby Sevens,Canada,CAN,1.0,12,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,1,0,1
2024,Swimming,Canada,CAN,6.0,30,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,3,2,3,8
2024,Taekwondo,Canada,CAN,1.0,3,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,0,1,1
2024,Tennis,Canada,CAN,1.0,4,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,0,1,1
2024,Trampoline Gymnastics,Canada,CAN,0.0,0,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,0,1,1
2024,Weightlifting,Canada,CAN,1.0,3,0,38867347.0,56706.824,17.475665073076062,10.945667469614168,0,1,0,1
1928,Athletics,Chile,CHI,0.0,8,0,4213785.0,,15.253872088952827,,0,1,0,1
1952,Equestrian Jumping,Chile,CHI,0.0,0,0,6467640.0,,15.68232199411894,,0,2,0,2
1956,Athletics,Chile,CHI,1.0,6,0,7060663.0,,15.77004965603841,,0,1,0,1
1956,Boxing,Chile,CHI,0.0,3,0,7060663.0,,15.77004965603841,,0,1,2,3
1988,Shooting,Chile,CHI,0.0,1,0,12809025.0,,16.365660636633994,,0,1,0,1
2000,Football,Chile,CHI,0.0,17,0,15262754.0,,16.540926104878235,,0,0,1,1
2004,Tennis,Chile,CHI,0.0,2,0,15973778.0,,16.58645912338192,,2,0,1,3
2008,Tennis,Chile,CHI,3.0,2,0,16661942.0,,16.628637814553272,,0,1,0,1
2024,Shooting,Chile,CHI,1.0,1,0,18980612.0,,16.758928647779413,,1,0,0,1
2024,Wrestling,Chile,CHI,0.0,0,0,18980612.0,,16.758928647779413,,0,1,0,1
1984,Archery,China,CHN,0.0,6,0,1053210735.0,,20.775109179229876,,0,1,0,1
1984,Artistic Gymnastics,China,CHN,0.0,0,0,1053210735.0,,20.775109179229876,,5,4,2,11
1984,Athletics,China,CHN,0.0,22,0,1053210735.0,,20.775109179229876,,0,0,1,1
1984,Basketball,China,CHN,0.0,23,0,1053210735.0,,20.775109179229876,,0,0,1,1
1984,Diving,China,CHN,0.0,8,0,1053210735.0,,20.775109179229876,,1,1,1,3
1984,Fencing,China,CHN,0.0,18,0,1053210735.0,,20.775109179229876,,1,0,0,1
1984,Handball,China,CHN,0.0,13,0,1053210735.0,,20.775109179229876,,0,0,1,1
1984,Shooting,China,CHN,0.0,17,0,1053210735.0,,20.775109179229876,,3,0,3,6
1984,Volleyball,China,CHN,0.0,22,0,1053210735.0,,20.775109179229876,,1,0,0,1
1984,Weightlifting,China,CHN,0.0,10,0,1053210735.0,,20.775109179229876,,4,2,0,6
1988,Artistic Gymnastics,China,CHN,11.0,0,0,1132866344.0,,20.848016846455682,,1,0,1,2
1988,Athletics,China,CHN,1.0,44,0,1132866344.0,,20.848016846455682,,0,0,1,1
1988,Diving,China,CHN,3.0,8,0,1132866344.0,,20.848016846455682,,2,3,1,6
1988,Rowing,China,CHN,0.0,11,0,1132866344.0,,20.848016846455682,,0,1,1,2
1988,Shooting,China,CHN,6.0,20,0,1132866344.0,,20.848016846455682,,0,1,1,2
1988,Swimming,China,CHN,0.0,24,0,1132866344.0,,20.848016846455682,,0,3,1,4
1988,Table Tennis,China,CHN,0.0,7,0,1132866344.0,,20.848016846455682,,2,2,1,5
1988,Volleyball,China,CHN,1.0,11,0,1132866344.0,,20.848016846455682,,0,0,1,1
1988,Weightlifting,China,CHN,6.0,10,0,1132866344.0,,20.848016846455682,,0,1,4,5
1992,Archery,China,CHN,1.0,6,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,0,1,0,1
1992,Artistic Gymnastics,China,CHN,2.0,0,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,2,4,2,8
1992,Athletics,China,CHN,1.0,33,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,1,1,2,4
1992,Badminton,China,CHN,0.0,13,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,0,1,4,5
1992,Basketball,China,CHN,1.0,23,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,0,1,0,1
1992,Diving,China,CHN,6.0,8,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,3,1,1,5
1992,Fencing,China,CHN,1.0,15,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,0,1,0,1
1992,Judo,China,CHN,0.0,10,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,1,0,2,3
1992,Rowing,China,CHN,2.0,22,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,0,0,1,1
1992,Sailing,China,CHN,0.0,3,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,0,1,0,1
1992,Shooting,China,CHN,2.0,20,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,2,2,0,4
1992,Swimming,China,CHN,4.0,16,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,4,5,0,9
1992,Table Tennis,China,CHN,5.0,8,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,3,2,1,6
1992,Weightlifting,China,CHN,5.0,10,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,0,2,2,4
1992,Wrestling,China,CHN,0.0,8,0,1204003901.0,2030.3864,20.908918424691578,7.616473794592767,0,0,1,1
1996,Archery,China,CHN,1.0,6,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,0,1,0,1
1996,Artistic Gymnastics,China,CHN,8.0,0,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,1,4,1,6
1996,Athletics,China,CHN,4.0,31,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,1,2,1,4
1996,Badminton,China,CHN,5.0,20,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,1,1,2,4
1996,Diving,China,CHN,5.0,7,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,3,1,1,5
1996,Football,China,CHN,0.0,15,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,0,1,0,1
1996,Judo,China,CHN,3.0,11,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,1,0,1,2
1996,Rowing,China,CHN,1.0,13,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,0,1,0,1
1996,Shooting,China,CHN,4.0,24,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,2,2,1,5
1996,Softball,China,CHN,0.0,15,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,0,1,0,1
1996,Swimming,China,CHN,9.0,21,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,1,3,2,6
1996,Table Tennis,China,CHN,6.0,8,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,4,3,1,8
1996,Volleyball,China,CHN,1.0,9,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,0,1,0,1
1996,Weightlifting,China,CHN,4.0,10,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,2,1,1,4
1996,Wrestling,China,CHN,1.0,5,0,1249981441.0,3055.9697,20.94639454175041,8.025179410163597,0,0,1,1
2000,Artistic Gymnastics,China,CHN,6.0,0,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,3,2,2,7
2000,Athletics,China,CHN,4.0,26,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,1,0,0,1
2000,Badminton,China,CHN,4.0,17,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,4,1,3,8
2000,Cycling Track,China,CHN,0.0,0,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,0,0,1,1
2000,Diving,China,CHN,5.0,8,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,5,5,0,10
2000,Fencing,China,CHN,1.0,13,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,0,1,1,2
2000,Judo,China,CHN,2.0,12,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,2,1,1,4
2000,Shooting,China,CHN,5.0,21,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,3,2,3,8
2000,Table Tennis,China,CHN,8.0,9,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,4,3,1,8
2000,Taekwondo,China,CHN,0.0,3,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,1,0,0,1
2000,Weightlifting,China,CHN,4.0,10,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,5,1,1,7
2000,Wrestling,China,CHN,1.0,5,0,1283198970.0,4066.0364,20.972621993174705,8.31066985595323,0,0,1,1
2004,Archery,China,CHN,1.0,5,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,0,1,0,1
2004,Artistic Gymnastics,China,CHN,7.0,0,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,1,0,2,3
2004,Athletics,China,CHN,1.0,52,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,2,0,0,2
2004,Badminton,China,CHN,8.0,18,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,3,1,1,5
2004,Boxing,China,CHN,0.0,6,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,0,0,1,1
2004,Canoe Sprint,China,CHN,0.0,0,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,1,0,0,1
2004,Cycling Track,China,CHN,1.0,0,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,0,1,0,1
2004,Diving,China,CHN,10.0,10,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,6,2,1,9
2004,Fencing,China,CHN,2.0,19,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,0,3,0,3
2004,Judo,China,CHN,4.0,9,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,1,1,3,5
2004,Sailing,China,CHN,1.0,4,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,0,1,0,1
2004,Shooting,China,CHN,8.0,26,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,4,2,3,9
2004,Swimming,China,CHN,6.0,28,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,1,1,0,2
2004,Table Tennis,China,CHN,8.0,9,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,3,1,2,6
2004,Taekwondo,China,CHN,1.0,2,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,2,0,0,2
2004,Tennis,China,CHN,0.0,4,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,1,0,0,1
2004,Trampolining,China,CHN,0.0,2,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,0,0,1,1
2004,Volleyball,China,CHN,1.0,12,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,1,0,0,1
2004,Weightlifting,China,CHN,7.0,10,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,5,3,0,8
2004,Wrestling,China,CHN,1.0,9,0,1314007478.0,5684.169,20.996347448773452,8.64561613309547,1,0,0,1
2008,Archery,China,CHN,1.0,6,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,1,1,1,3
2008,Artistic Gymnastics,China,CHN,3.0,0,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,9,1,4,14
2008,Artistic Swimming,China,CHN,0.0,0,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,0,0,1,1
2008,Athletics,China,CHN,2.0,65,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,0,1,3,4
2008,Badminton,China,CHN,5.0,19,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,3,2,3,8
2008,Beach Volleyball,China,CHN,0.0,6,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,0,1,1,2
2008,Boxing,China,CHN,1.0,10,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,2,1,1,4
2008,Canoe Sprint,China,CHN,1.0,0,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,1,0,0,1
2008,Cycling Track,China,CHN,1.0,0,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,0,0,1,1
2008,Diving,China,CHN,9.0,10,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,7,1,3,11
2008,Fencing,China,CHN,3.0,20,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,1,1,0,2
2008,Hockey,China,CHN,0.0,33,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,0,1,0,1
2008,Judo,China,CHN,5.0,14,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,3,0,1,4
2008,Rhythmic Gymnastics,China,CHN,0.0,7,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,0,1,0,1
2008,Rowing,China,CHN,1.0,31,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,1,1,0,2
2008,Sailing,China,CHN,1.0,18,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,1,0,1,2
2008,Shooting,China,CHN,9.0,24,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,5,2,1,8
2008,Swimming,China,CHN,2.0,42,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,1,3,2,6
2008,Table Tennis,China,CHN,6.0,6,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,4,2,2,8
2008,Taekwondo,China,CHN,2.0,4,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,1,0,1,2
2008,Tennis,China,CHN,1.0,8,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,0,0,1,1
2008,Trampolining,China,CHN,1.0,4,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,2,0,1,3
2008,Volleyball,China,CHN,1.0,24,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,0,0,1,1
2008,Weightlifting,China,CHN,8.0,10,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,5,1,0,6
2008,Wrestling,China,CHN,1.0,16,0,1344415227.0,8743.745,21.01922498073709,9.07620822750783,1,2,1,4
2012,Archery,China,CHN,3.0,6,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,0,1,1,2
2012,Artistic Gymnastics,China,CHN,14.0,0,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,4,3,1,8
2012,Artistic Swimming,China,CHN,1.0,0,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,0,1,1,2
2012,Athletics,China,CHN,4.0,51,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,2,4,4,10
2012,Badminton,China,CHN,8.0,17,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,5,2,1,8
2012,Boxing,China,CHN,4.0,9,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,1,1,1,3
2012,Cycling Track,China,CHN,1.0,0,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,0,2,1,3
2012,Diving,China,CHN,11.0,12,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,6,3,1,10
2012,Fencing,China,CHN,2.0,16,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,2,0,1,3
2012,Judo,China,CHN,4.0,8,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,0,1,1,2
2012,Modern Pentathlon,China,CHN,0.0,4,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,0,1,0,1
2012,Rowing,China,CHN,2.0,18,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,0,1,0,1
2012,Sailing,China,CHN,2.0,9,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,1,0,0,1
2012,Shooting,China,CHN,8.0,23,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,2,2,3,7
2012,Swimming,China,CHN,6.0,47,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,5,2,3,10
2012,Table Tennis,China,CHN,8.0,6,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,4,2,0,6
2012,Taekwondo,China,CHN,2.0,3,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,1,1,1,3
2012,Trampolining,China,CHN,3.0,4,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,1,1,2,4
2012,Weightlifting,China,CHN,6.0,10,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,5,2,0,7
2012,Wrestling,China,CHN,4.0,7,0,1375198619.0,12217.8545,21.04186400854201,9.410735488560872,0,1,0,1
2016,Artistic Gymnastics,China,CHN,8.0,0,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,0,2,2
2016,Artistic Swimming,China,CHN,2.0,0,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,2,0,2
2016,Athletics,China,CHN,10.0,52,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,2,2,2,6
2016,Badminton,China,CHN,8.0,15,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,2,0,1,3
2016,Boxing,China,CHN,3.0,11,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,1,3,4
2016,Cycling Track,China,CHN,3.0,0,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,1,0,0,1
2016,Diving,China,CHN,10.0,13,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,7,2,1,10
2016,Fencing,China,CHN,3.0,13,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,1,1,2
2016,Golf,China,CHN,0.0,4,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,0,1,1
2016,Judo,China,CHN,2.0,8,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,0,2,2
2016,Rowing,China,CHN,1.0,17,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,0,2,2
2016,Sailing,China,CHN,1.0,8,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,1,0,1
2016,Shooting,China,CHN,7.0,22,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,1,2,4,7
2016,Swimming,China,CHN,10.0,43,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,1,2,3,6
2016,Table Tennis,China,CHN,6.0,6,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,4,2,0,6
2016,Taekwondo,China,CHN,3.0,4,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,2,0,0,2
2016,Trampolining,China,CHN,4.0,4,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,1,2,3
2016,Volleyball,China,CHN,1.0,12,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,1,0,0,1
2016,Weightlifting,China,CHN,7.0,10,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,5,2,0,7
2016,Wrestling,China,CHN,1.0,13,0,1403500365.0,15772.765,21.062235214542806,9.666103395913654,0,0,2,2
2020,3x3 Basketball,China,CHN,0.0,0,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,0,0,1,1
2020,Artistic Gymnastics,China,CHN,2.0,0,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,3,3,2,8
2020,Artistic Swimming,China,CHN,2.0,0,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,0,2,0,2
2020,Athletics,China,CHN,6.0,52,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,2,2,2,6
2020,Badminton,China,CHN,3.0,15,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,2,4,0,6
2020,Boxing,China,CHN,4.0,11,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,0,2,0,2
2020,Canoe Sprint,China,CHN,1.0,0,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,1,2,0,3
2020,Cycling Track,China,CHN,1.0,0,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,1,0,0,1
2020,Diving,China,CHN,10.0,13,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,7,5,0,12
2020,Fencing,China,CHN,2.0,13,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,1,0,0,1
2020,Karate,China,CHN,0.0,0,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,0,1,1,2
2020,Rowing,China,CHN,2.0,17,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,1,0,2,3
2020,Sailing,China,CHN,1.0,8,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,1,0,1,2
2020,Shooting,China,CHN,7.0,22,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,4,1,6,11
2020,Swimming,China,CHN,6.0,43,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,3,2,1,6
2020,Table Tennis,China,CHN,6.0,6,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,4,3,0,7
2020,Taekwondo,China,CHN,2.0,4,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,0,0,1,1
2020,Trampolining,China,CHN,3.0,4,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,1,2,0,3
2020,Weightlifting,China,CHN,7.0,10,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,7,1,0,8
2020,Wrestling,China,CHN,2.0,13,0,1424548266.0,19215.154,21.07712059479609,9.863506558442522,0,2,2,4
2024,Archery,China,CHN,2.0,6,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,0,1,0,1
2024,Artistic Gymnastics,China,CHN,8.0,0,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,2,5,2,9
2024,Artistic Swimming,China,CHN,2.0,0,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,2,0,0,2
2024,Athletics,China,CHN,6.0,52,0,1436995094.0,23845.62,21.085820030676306,10.079397767195822,1,1,2,4
