Year,Sport,Country,NOC,Prev_Sport_Medals,Athlete_Count,Is_Host,Population,GDP_per_capita,log_Pop,log_GDPpc,Gold,Silver,Bronze,Total_Medals
2000,Boxing,Mexico,MEX,1.0,6,0,101719673.0,20470.494,18.437731293636926,9.926788660847956,0,0,1,1
2000,Diving,Mexico,MEX,1.0,7,0,101719673.0,20470.494,18.437731293636926,9.926788660847956,0,1,0,1
2000,Taekwondo,Mexico,MEX,0.0,3,0,101719673.0,20470.494,18.437731293636926,9.926788660847956,0,0,1,1
2000,Weightlifting,Mexico,MEX,0.0,1,0,101719673.0,20470.494,18.437731293636926,9.926788660847956,1,0,0,1
2004,Athletics,Mexico,MEX,2.0,27,0,106995583.0,20127.225,18.48829812054647,9.909878337895558,0,1,0,1
2004,Cycling Track,Mexico,MEX,1.0,0,0,106995583.0,20127.225,18.48829812054647,9.909878337895558,0,1,0,1
2004,Taekwondo,Mexico,MEX,1.0,3,0,106995583.0,20127.225,18.48829812054647,9.909878337895558,0,1,1,2
2008,Diving,Mexico,MEX,1.0,7,0,113661809.0,20992.56,18.54873801839412,9.951971003007056,0,0,1,1
2008,Taekwondo,Mexico,MEX,2.0,3,0,113661809.0,20992.56,18.54873801839412,9.951971003007056,2,0,0,2
2008,Weightlifting,Mexico,MEX,1.0,2,0,113661809.0,20992.56,18.54873801839412,9.951971003007056,0,0,1,1
2012,Archery,Mexico,MEX,0.0,6,0,120828307.0,20898.936,18.609881153760533,9.947501375747256,0,1,1,2
2012,Diving,Mexico,MEX,1.0,10,0,120828307.0,20898.936,18.609881153760533,9.947501375747256,0,2,1,3
2012,Football,Mexico,MEX,0.0,16,0,120828307.0,20898.936,18.609881153760533,9.947501375747256,1,0,0,1
2012,Taekwondo,Mexico,MEX,2.0,4,0,120828307.0,20898.936,18.609881153760533,9.947501375747256,0,0,1,1
2012,Weightlifting,Mexico,MEX,1.0,2,0,120828307.0,20898.936,18.609881153760533,9.947501375747256,0,0,1,1
2016,Athletics,Mexico,MEX,1.0,20,0,127540423.0,21578.264,18.663943923293107,9.979488132577131,0,1,0,1
2016,Boxing,Mexico,MEX,1.0,5,0,127540423.0,21578.264,18.663943923293107,9.979488132577131,0,0,1,1
2016,Diving,Mexico,MEX,3.0,9,0,127540423.0,21578.264,18.663943923293107,9.979488132577131,0,1,0,1
2016,Modern Pentathlon,Mexico,MEX,0.0,2,0,127540423.0,21578.264,18.663943923293107,9.979488132577131,0,0,1,1
2016,Taekwondo,Mexico,MEX,1.0,4,0,127540423.0,21578.264,18.663943923293107,9.979488132577131,0,1,0,1
2020,Archery,Mexico,MEX,2.0,6,0,133870027.0,19728.482,18.712379946920198,9.889869344237136,0,0,1,1
2020,Diving,Mexico,MEX,1.0,9,0,133870027.0,19728.482,18.712379946920198,9.889869344237136,0,0,1,1
2020,Football,Mexico,MEX,1.0,16,0,133870027.0,19728.482,18.712379946920198,9.889869344237136,0,0,1,1
2020,Weightlifting,Mexico,MEX,1.0,2,0,133870027.0,19728.482,18.712379946920198,9.889869344237136,0,0,1,1
2024,Archery,Mexico,MEX,1.0,6,0,139744251.0,22039.629,18.755324538563258,10.000642801879584,0,0,1,1
2024,Boxing,Mexico,MEX,1.0,5,0,139744251.0,22039.629,18.755324538563258,10.000642801879584,0,1,0,1
2024,Diving,Mexico,MEX,1.0,9,0,139744251.0,22039.629,18.755324538563258,10.000642801879584,0,1,1,2
2024,Judo,Mexico,MEX,0.0,0,0,139744251.0,22039.629,18.755324538563258,10.000642801879584,0,1,0,1
1996,Canoe Sprint,Moldova,MDA,0.0,0,0,4314700.0,6063.1406,15.2775385869354,8.710148113069247,0,1,0,1
1996,Wrestling,Moldova,MDA,0.0,6,0,4314700.0,6063.1406,15.2775385869354,8.710148113069247,0,0,1,1
2000,Boxing,Moldova,MDA,0.0,1,0,4201089.0,5727.079,15.250854573392642,8.653135500444815,0,0,1,1
2000,Shooting,Moldova,MDA,0.0,1,0,4201089.0,5727.079,15.250854573392642,8.653135500444815,0,1,0,1
2008,Boxing,Moldova,MDA,1.0,2,0,4111440.0,9563.698,15.229284133296206,9.16583430793105,0,0,1,1
2020,Canoe Sprint,Moldova,MDA,1.0,0,0,4017687.0,13559.26,15.20621717076963,9.514898735351865,0,0,1,1
2024,Canoe Sprint,Moldova,MDA,1.0,0,0,3960231.0,16376.611,15.191813167373164,9.70367049817427,0,0,1,1
2024,Judo,Moldova,MDA,0.0,0,0,3960231.0,16376.611,15.191813167373164,9.70367049817427,0,0,2,2
2024,Wrestling,Moldova,MDA,1.0,6,0,3960231.0,16376.611,15.191813167373164,9.70367049817427,0,1,0,1
1924,Art Competitions,Monaco,MON,0.0,1,0,16636.0,,9.719384409659742,,0,0,1,1
1968,Wrestling,Mongolia,MGL,0.0,8,0,1207104.0,,14.003735488839533,,0,1,3,4
1972,Wrestling,Mongolia,MGL,4.0,13,0,1356670.0,,14.12054446284876,,0,1,0,1
1976,Wrestling,Mongolia,MGL,1.0,13,0,1520865.0,,14.23479046742615,,0,1,0,1
1980,Judo,Mongolia,MGL,0.0,7,0,1689622.0,,14.34001598509082,,0,1,1,2
1980,Wrestling,Mongolia,MGL,1.0,13,0,1689622.0,,14.34001598509082,,0,1,1,2
1988,Boxing,Mongolia,MGL,0.0,7,0,2089714.0,,14.552538251006265,,0,0,1,1
1992,Boxing,Mongolia,MGL,1.0,6,0,2243502.0,,14.623549041593627,,0,0,1,1
1992,Shooting,Mongolia,MGL,0.0,2,0,2243502.0,,14.623549041593627,,0,0,1,1
1996,Judo,Mongolia,MGL,2.0,3,0,2316567.0,,14.65559733803783,,0,0,1,1
2004,Judo,Mongolia,MGL,1.0,8,0,2496832.0,,14.730533686769018,,0,0,1,1
2008,Boxing,Mongolia,MGL,1.0,4,0,2628131.0,,14.781783885635742,,1,1,0,2
2008,Judo,Mongolia,MGL,1.0,10,0,2628131.0,,14.781783885635742,,1,0,0,1
2008,Shooting,Mongolia,MGL,1.0,3,0,2628131.0,,14.781783885635742,,0,1,0,1
2012,Boxing,Mongolia,MGL,2.0,4,0,2814226.0,,14.850198181491107,,0,1,1,2
2012,Judo,Mongolia,MGL,1.0,9,0,2814226.0,,14.850198181491107,,0,1,1,2
2012,Wrestling,Mongolia,MGL,2.0,8,0,2814226.0,,14.850198181491107,,0,0,1,1
2016,Boxing,Mongolia,MGL,2.0,6,0,3027398.0,,14.923214392994105,,0,0,1,1
2016,Judo,Mongolia,MGL,2.0,13,0,3027398.0,,14.923214392994105,,0,1,0,1
2020,Judo,Mongolia,MGL,1.0,13,0,3209404.0,,14.981596119669783,,0,1,2,3
2020,Wrestling,Mongolia,MGL,1.0,8,0,3209404.0,,14.981596119669783,,0,0,1,1
2024,Judo,Mongolia,MGL,3.0,13,0,3366713.0,,15.029447752450487,,0,1,0,1
2012,Handball,Montenegro,MNE,0.0,14,0,626386.0,18627.016,13.34772366993124,9.832421963023952,0,1,0,1
1960,Athletics,Morocco,MAR,0.0,8,0,12328532.0,,16.32742688995988,,0,1,0,1
1984,Athletics,Morocco,MAR,1.0,3,0,22037610.0,,16.90826114254455,,2,0,0,2
1988,Athletics,Morocco,MAR,2.0,11,0,23961820.0,,16.99197232999299,,1,0,1,2
1988,Boxing,Morocco,MAR,0.0,7,0,23961820.0,,16.99197232999299,,0,0,1,1
1992,Athletics,Morocco,MAR,2.0,13,0,25791494.0,4483.2495,17.065555344382165,8.40832642492775,1,1,0,2
1992,Boxing,Morocco,MAR,1.0,7,0,25791494.0,4483.2495,17.065555344382165,8.40832642492775,0,0,1,1
1996,Athletics,Morocco,MAR,2.0,17,0,27460603.0,4916.48,17.128262953692207,8.500551483147673,0,0,2,2
2000,Athletics,Morocco,MAR,2.0,24,0,28849621.0,5100.1157,17.177607448579515,8.53721455949279,0,1,3,4
2000,Boxing,Morocco,MAR,1.0,5,0,28849621.0,5100.1157,17.177607448579515,8.53721455949279,0,0,1,1
2004,Athletics,Morocco,MAR,4.0,22,0,30179285.0,5996.39,17.222666352972432,8.699079653570246,2,1,0,3
2008,Athletics,Morocco,MAR,3.0,26,0,31596855.0,6901.9507,17.26856817993643,8.839704236855576,0,1,1,2
2012,Athletics,Morocco,MAR,2.0,21,0,33333789.0,7628.644,17.32208215519041,8.93979646526076,0,0,1,1
2016,Boxing,Morocco,MAR,1.0,7,0,35276786.0,8141.9404,17.37873571352704,9.004906622270507,0,0,1,1
2020,Athletics,Morocco,MAR,1.0,21,0,37070718.0,8054.563,17.428337970676612,8.99411818764405,1,0,0,1
2024,Athletics,Morocco,MAR,1.0,21,0,38715278.0,9162.747,17.4717448862861,9.12301043516085,1,0,0,1
2024,Football,Morocco,MAR,0.0,0,0,38715278.0,9162.747,17.4717448862861,9.12301043516085,0,0,1,1
1996,Athletics,Mozambique,MOZ,0.0,1,0,16248232.0,562.8575,16.603494722366026,6.334801559999783,0,0,1,1
2000,Athletics,Mozambique,MOZ,1.0,2,0,18067687.0,711.9764,16.709635707509243,6.5694483202872505,1,0,0,1
1992,Athletics,Namibia,NAM,0.0,3,0,1513721.0,7911.0103,14.23008207656854,8.976137175121721,0,2,0,2
1996,Athletics,Namibia,NAM,2.0,3,0,1706489.0,7538.925,14.34994918736447,8.927967514002928,0,2,0,2
2020,Athletics,Namibia,NAM,2.0,3,0,2696537.0,9652.248,14.807479286002048,9.175049718013467,0,1,0,1
1900,Rowing,Netherlands,NED,0.0,13,0,5158807.0,,15.456216103019408,,1,1,1,3
1900,Sailing,Netherlands,NED,0.0,3,0,5158807.0,,15.456216103019408,,0,1,0,1
1900,Shooting,Netherlands,NED,0.0,7,0,5158807.0,,15.456216103019408,,0,0,1,1
1900,Swimming,Netherlands,NED,0.0,4,0,5158807.0,,15.456216103019408,,0,0,1,1
1908,Football,Netherlands,NED,0.0,12,0,5781440.0,,15.570163517534972,,0,0,1,1
1908,Rowing,Netherlands,NED,3.0,4,0,5781440.0,,15.570163517534972,,0,0,1,1
1912,Fencing,Netherlands,NED,0.0,12,0,6070923.0,,15.619021375503493,,0,0,2,2
1912,Football,Netherlands,NED,1.0,15,0,6070923.0,,15.619021375503493,,0,0,1,1
1920,Archery,Netherlands,NED,0.0,8,0,6856692.0,,15.740735813498137,,1,0,0,1
1920,Cycling Track,Netherlands,NED,0.0,0,0,6856692.0,,15.740735813498137,,1,0,2,3
1920,Fencing,Netherlands,NED,2.0,10,0,6856692.0,,15.740735813498137,,0,0,2,2
1920,Football,Netherlands,NED,1.0,14,0,6856692.0,,15.740735813498137,,0,0,1,1
1920,Sailing,Netherlands,NED,1.0,8,0,6856692.0,,15.740735813498137,,2,1,0,3
1920,Tug-Of-War,Netherlands,NED,0.0,8,0,6856692.0,,15.740735813498137,,0,1,0,1
1924,Art Competitions,Netherlands,NED,0.0,24,0,7258615.0,,15.797699735019268,,0,0,1,1
1924,Athletics,Netherlands,NED,0.0,20,0,7258615.0,,15.797699735019268,,0,0,1,1
1924,Cycling Track,Netherlands,NED,3.0,0,0,7258615.0,,15.797699735019268,,1,1,1,3
1924,Equestrian Eventing,Netherlands,NED,0.0,0,0,7258615.0,,15.797699735019268,,2,0,0,2
1924,Fencing,Netherlands,NED,2.0,17,0,7258615.0,,15.797699735019268,,0,0,1,1
1924,Rowing,Netherlands,NED,1.0,17,0,7258615.0,,15.797699735019268,,1,0,0,1
1924,Sailing,Netherlands,NED,3.0,4,0,7258615.0,,15.797699735019268,,0,0,1,1
1924,Tennis,Netherlands,NED,0.0,5,0,7258615.0,,15.797699735019268,,0,0,1,1
1928,Art Competitions,Netherlands,NED,1.0,50,0,7677535.0,,15.853809220312497,,2,1,1,4
1928,Artistic Gymnastics,Netherlands,NED,0.0,0,0,7677535.0,,15.853809220312497,,1,0,0,1
1928,Athletics,Netherlands,NED,1.0,50,0,7677535.0,,15.853809220312497,,0,1,0,1
1928,Boxing,Netherlands,NED,0.0,6,0,7677535.0,,15.853809220312497,,1,0,1,2
1928,Cycling Track,Netherlands,NED,3.0,0,0,7677535.0,,15.853809220312497,,1,3,0,4
1928,Equestrian Dressage,Netherlands,NED,0.0,0,0,7677535.0,,15.853809220312497,,0,0,1,1
1928,Equestrian Eventing,Netherlands,NED,2.0,0,0,7677535.0,,15.853809220312497,,2,1,0,3
1928,Hockey,Netherlands,NED,0.0,11,0,7677535.0,,15.853809220312497,,0,1,0,1
1928,Sailing,Netherlands,NED,1.0,12,0,7677535.0,,15.853809220312497,,0,1,0,1
1928,Swimming,Netherlands,NED,1.0,14,0,7677535.0,,15.853809220312497,,1,2,0,3
1928,Weightlifting,Netherlands,NED,0.0,10,0,7677535.0,,15.853809220312497,,0,0,2,2
1932,Art Competitions,Netherlands,NED,4.0,22,0,8118118.0,,15.909609035056492,,0,0,1,1
1932,Cycling Track,Netherlands,NED,4.0,0,0,8118118.0,,15.909609035056492,,1,1,0,2
1932,Equestrian Eventing,Netherlands,NED,3.0,0,0,8118118.0,,15.909609035056492,,1,1,0,2
1932,Sailing,Netherlands,NED,1.0,2,0,8118118.0,,15.909609035056492,,0,1,0,1
1932,Swimming,Netherlands,NED,3.0,5,0,8118118.0,,15.909609035056492,,0,2,0,2
1936,Athletics,Netherlands,NED,1.0,18,0,8514709.0,,15.957305813953447,,0,0,2,2
1936,Canoe Marathon,Netherlands,NED,0.0,0,0,8514709.0,,15.957305813953447,,0,0,1,1
1936,Canoe Sprint,Netherlands,NED,0.0,0,0,8514709.0,,15.957305813953447,,0,0,2,2
1936,Cycling Track,Netherlands,NED,2.0,0,0,8514709.0,,15.957305813953447,,1,2,0,3
1936,Equestrian Jumping,Netherlands,NED,0.0,0,0,8514709.0,,15.957305813953447,,0,1,0,1
1936,Hockey,Netherlands,NED,1.0,12,0,8514709.0,,15.957305813953447,,0,0,1,1
1936,Sailing,Netherlands,NED,1.0,8,0,8514709.0,,15.957305813953447,,1,0,1,2
1936,Swimming,Netherlands,NED,2.0,14,0,8514709.0,,15.957305813953447,,4,1,0,5
1948,Athletics,Netherlands,NED,2.0,22,0,9793465.0,,16.0972259865805,,4,0,2,6
1948,Canoe Sprint,Netherlands,NED,2.0,0,0,9793465.0,,16.0972259865805,,0,1,0,1
1948,Cycling Road,Netherlands,NED,0.0,0,0,9793465.0,,16.0972259865805,,0,1,0,1
1948,Hockey,Netherlands,NED,1.0,12,0,9793465.0,,16.0972259865805,,0,0,1,1
1948,Sailing,Netherlands,NED,2.0,8,0,9793465.0,,16.0972259865805,,0,0,2,2
1948,Swimming,Netherlands,NED,5.0,12,0,9793465.0,,16.0972259865805,,1,0,2,3
1948,Water Polo,Netherlands,NED,0.0,9,0,9793465.0,,16.0972259865805,,0,0,1,1
1948,Weightlifting,Netherlands,NED,2.0,2,0,9793465.0,,16.0972259865805,,0,0,1,1
1952,Athletics,Netherlands,NED,6.0,10,0,10297984.0,,16.14745880299365,,0,1,0,1
1952,Hockey,Netherlands,NED,1.0,11,0,10297984.0,,16.14745880299365,,0,1,0,1
1952,Swimming,Netherlands,NED,3.0,13,0,10297984.0,,16.14745880299365,,0,3,0,3
1960,Swimming,Netherlands,NED,3.0,19,0,11448817.0,,16.253397051194742,,0,1,2,3
1964,Canoe Sprint,Netherlands,NED,1.0,0,0,12089385.0,,16.30783843552797,,0,1,0,1
1964,Cycling Road,Netherlands,NED,1.0,0,0,12089385.0,,16.30783843552797,,1,0,0,1
1964,Cycling Track,Netherlands,NED,3.0,0,0,12089385.0,,16.30783843552797,,0,0,1,1
1964,Judo,Netherlands,NED,0.0,4,0,12089385.0,,16.30783843552797,,1,0,0,1
1964,Rowing,Netherlands,NED,1.0,17,0,12089385.0,,16.30783843552797,,0,1,2,3
1964,Swimming,Netherlands,NED,3.0,26,0,12089385.0,,16.30783843552797,,0,2,1,3
1968,Athletics,Netherlands,NED,1.0,12,0,12706787.0,,16.35764689682986,,0,0,1,1
1968,Cycling Road,Netherlands,NED,1.0,0,0,12706787.0,,16.35764689682986,,1,0,0,1
1968,Cycling Track,Netherlands,NED,1.0,0,0,12706787.0,,16.35764689682986,,0,1,0,1
1968,Rowing,Netherlands,NED,3.0,22,0,12706787.0,,16.35764689682986,,1,2,0,3
1968,Swimming,Netherlands,NED,3.0,17,0,12706787.0,,16.35764689682986,,1,0,0,1
1972,Canoe Sprint,Netherlands,NED,1.0,0,0,13291873.0,,16.402663429025594,,0,1,0,1
1972,Cycling Road,Netherlands,NED,1.0,0,0,13291873.0,,16.402663429025594,,1,0,0,1
1972,Judo,Netherlands,NED,1.0,3,0,13291873.0,,16.402663429025594,,2,0,0,2
1972,Rowing,Netherlands,NED,3.0,21,0,13291873.0,,16.402663429025594,,0,0,1,1
1976,Cycling Track,Netherlands,NED,1.0,0,0,13793110.0,,16.43967982258563,,0,1,0,1
1976,Shooting,Netherlands,NED,1.0,2,0,13793110.0,,16.43967982258563,,0,1,0,1
1976,Swimming,Netherlands,NED,1.0,15,0,13793110.0,,16.43967982258563,,0,0,2,2
1976,Water Polo,Netherlands,NED,1.0,10,0,13793110.0,,16.43967982258563,,0,0,1,1
1980,Athletics,Netherlands,NED,1.0,9,0,14148415.0,,16.465113232324487,,0,1,0,1
1980,Judo,Netherlands,NED,2.0,2,0,14148415.0,,16.465113232324487,,0,0,1,1
1980,Swimming,Netherlands,NED,2.0,12,0,14148415.0,,16.465113232324487,,0,0,1,1
1984,Athletics,Netherlands,NED,1.0,13,0,14437506.0,,16.485340031094655,,1,0,0,1
1984,Boxing,Netherlands,NED,2.0,2,0,14437506.0,,16.485340031094655,,0,0,1,1
1984,Canoe Sprint,Netherlands,NED,1.0,0,0,14437506.0,,16.485340031094655,,0,0,1,1
1984,Hockey,Netherlands,NED,1.0,32,0,14437506.0,,16.485340031094655,,1,0,0,1
1984,Rowing,Netherlands,NED,1.0,17,0,14437506.0,,16.485340031094655,,0,1,1,2
1984,Sailing,Netherlands,NED,2.0,8,0,14437506.0,,16.485340031094655,,1,0,0,1
1984,Swimming,Netherlands,NED,1.0,16,0,14437506.0,,16.485340031094655,,2,1,3,6
1988,Boxing,Netherlands,NED,1.0,2,0,14774038.0,,16.508382076839908,,0,0,1,1
1988,Canoe Sprint,Netherlands,NED,1.0,0,0,14774038.0,,16.508382076839908,,0,0,1,1
1988,Cycling Road,Netherlands,NED,1.0,0,0,14774038.0,,16.508382076839908,,1,0,0,1
1988,Cycling Track,Netherlands,NED,1.0,0,0,14774038.0,,16.508382076839908,,0,1,0,1
1988,Hockey,Netherlands,NED,1.0,32,0,14774038.0,,16.508382076839908,,0,0,2,2
1988,Judo,Netherlands,NED,1.0,3,0,14774038.0,,16.508382076839908,,0,0,1,1
1988,Rowing,Netherlands,NED,2.0,16,0,14774038.0,,16.508382076839908,,1,0,0,1
1988,Swimming,Netherlands,NED,6.0,11,0,14774038.0,,16.508382076839908,,0,1,0,1
1992,Athletics,Netherlands,NED,1.0,15,0,15165862.0,,16.534557604838113,,1,0,0,1
1992,Boxing,Netherlands,NED,1.0,5,0,15165862.0,,16.534557604838113,,0,1,1,2
1992,Cycling Road,Netherlands,NED,1.0,0,0,15165862.0,,16.534557604838113,,0,1,1,2
1992,Cycling Track,Netherlands,NED,1.0,0,0,15165862.0,,16.534557604838113,,0,1,1,2
1992,Equestrian Dressage,Netherlands,NED,1.0,0,0,15165862.0,,16.534557604838113,,0,1,0,1
1992,Equestrian Jumping,Netherlands,NED,1.0,0,0,15165862.0,,16.534557604838113,,1,1,0,2
1992,Judo,Netherlands,NED,1.0,10,0,15165862.0,,16.534557604838113,,0,0,2,2
1992,Rowing,Netherlands,NED,1.0,20,0,15165862.0,,16.534557604838113,,0,0,1,1
1992,Sailing,Netherlands,NED,1.0,14,0,15165862.0,,16.534557604838113,,0,0,1,1
1992,Volleyball,Netherlands,NED,0.0,23,0,15165862.0,,16.534557604838113,,0,1,0,1
1996,Cycling Mountain Bike,Netherlands,NED,0.0,0,0,15563255.0,,16.560423309322566,,1,0,0,1
1996,Cycling Track,Netherlands,NED,2.0,0,0,15563255.0,,16.560423309322566,,0,1,1,2
1996,Equestrian Dressage,Netherlands,NED,1.0,0,0,15563255.0,,16.560423309322566,,0,2,1,3
1996,Hockey,Netherlands,NED,2.0,32,0,15563255.0,,16.560423309322566,,1,0,1,2
1996,Judo,Netherlands,NED,2.0,10,0,15563255.0,,16.560423309322566,,0,0,3,3
1996,Rowing,Netherlands,NED,1.0,34,0,15563255.0,,16.560423309322566,,1,1,1,3
1996,Sailing,Netherlands,NED,1.0,12,0,15563255.0,,16.560423309322566,,0,1,1,2
1996,Swimming,Netherlands,NED,1.0,20,0,15563255.0,,16.560423309322566,,0,0,2,2
1996,Volleyball,Netherlands,NED,1.0,24,0,15563255.0,,16.560423309322566,,1,0,0,1
2000,Archery,Netherlands,NED,1.0,3,0,15926188.0,,16.583475419115775,,0,0,1,1
2000,Cycling Road,Netherlands,NED,2.0,0,0,15926188.0,,16.583475419115775,,2,0,0,2
2000,Cycling Track,Netherlands,NED,2.0,0,0,15926188.0,,16.583475419115775,,1,1,0,2
2000,Equestrian Dressage,Netherlands,NED,3.0,0,0,15926188.0,,16.583475419115775,,1,1,0,2
2000,Equestrian Jumping,Netherlands,NED,2.0,0,0,15926188.0,,16.583475419115775,,1,1,0,2
2000,Hockey,Netherlands,NED,2.0,32,0,15926188.0,,16.583475419115775,,1,0,1,2
2000,Judo,Netherlands,NED,3.0,10,0,15926188.0,,16.583475419115775,,1,0,0,1
2000,Rowing,Netherlands,NED,3.0,33,0,15926188.0,,16.583475419115775,,0,3,0,3
2000,Sailing,Netherlands,NED,2.0,9,0,15926188.0,,16.583475419115775,,0,1,0,1
2000,Swimming,Netherlands,NED,2.0,22,0,15926188.0,,16.583475419115775,,5,1,2,8
2000,Tennis,Netherlands,NED,1.0,3,0,15926188.0,,16.583475419115775,,0,1,0,1
2004,Badminton,Netherlands,NED,0.0,4,0,16287182.0,,16.605889037447632,,0,1,0,1
2004,Cycling Mountain Bike,Netherlands,NED,1.0,0,0,16287182.0,,16.605889037447632,,0,0,1,1
2004,Cycling Road,Netherlands,NED,2.0,0,0,16287182.0,,16.605889037447632,,1,0,0,1
2004,Cycling Track,Netherlands,NED,2.0,0,0,16287182.0,,16.605889037447632,,0,1,1,2
2004,Equestrian Dressage,Netherlands,NED,2.0,0,0,16287182.0,,16.605889037447632,,1,0,0,1
2004,Hockey,Netherlands,NED,2.0,32,0,16287182.0,,16.605889037447632,,0,2,0,2
2004,Judo,Netherlands,NED,1.0,7,0,16287182.0,,16.605889037447632,,0,1,3,4
2004,Rowing,Netherlands,NED,3.0,26,0,16287182.0,,16.605889037447632,,0,1,2,3
2004,Swimming,Netherlands,NED,8.0,16,0,16287182.0,,16.605889037447632,,2,3,2,7
2008,Cycling Track,Netherlands,NED,2.0,0,0,16568734.0,,16.623028043700316,,1,0,0,1
2008,Equestrian Dressage,Netherlands,NED,1.0,0,0,16568734.0,,16.623028043700316,,1,1,0,2
2008,Hockey,Netherlands,NED,2.0,32,0,16568734.0,,16.623028043700316,,1,0,0,1
2008,Judo,Netherlands,NED,4.0,10,0,16568734.0,,16.623028043700316,,0,1,4,5
2008,Marathon Swimming,Netherlands,NED,0.0,0,0,16568734.0,,16.623028043700316,,1,0,0,1
2008,Rowing,Netherlands,NED,3.0,30,0,16568734.0,,16.623028043700316,,1,1,0,2
2008,Sailing,Netherlands,NED,1.0,12,0,16568734.0,,16.623028043700316,,0,2,0,2
2008,Swimming,Netherlands,NED,7.0,18,0,16568734.0,,16.623028043700316,,1,0,0,1
2008,Water Polo,Netherlands,NED,1.0,12,0,16568734.0,,16.623028043700316,,1,0,0,1
2012,Artistic Gymnastics,Netherlands,NED,1.0,0,0,16789095.0,,16.63624018603185,,1,0,0,1
2012,Cycling BMX Racing,Netherlands,NED,0.0,0,0,16789095.0,,16.63624018603185,,0,0,1,1
2012,Cycling Road,Netherlands,NED,1.0,0,0,16789095.0,,16.63624018603185,,1,0,0,1
2012,Cycling Track,Netherlands,NED,1.0,0,0,16789095.0,,16.63624018603185,,0,0,1,1
2012,Equestrian Dressage,Netherlands,NED,2.0,0,0,16789095.0,,16.63624018603185,,0,1,1,2
2012,Equestrian Jumping,Netherlands,NED,2.0,0,0,16789095.0,,16.63624018603185,,0,2,0,2
2012,Hockey,Netherlands,NED,1.0,33,0,16789095.0,,16.63624018603185,,1,1,0,2
2012,Judo,Netherlands,NED,5.0,9,0,16789095.0,,16.63624018603185,,0,0,2,2
2012,Rowing,Netherlands,NED,2.0,32,0,16789095.0,,16.63624018603185,,0,0,1,1
2012,Sailing,Netherlands,NED,2.0,11,0,16789095.0,,16.63624018603185,,1,1,1,3
2012,Swimming,Netherlands,NED,1.0,14,0,16789095.0,,16.63624018603185,,2,1,1,4
2016,Artistic Gymnastics,Netherlands,NED,1.0,0,0,16987330.0,,16.647978388900512,,1,0,0,1
2016,Athletics,Netherlands,NED,1.0,27,0,16987330.0,,16.647978388900512,,0,1,0,1
2016,Beach Volleyball,Netherlands,NED,0.0,8,0,16987330.0,,16.647978388900512,,0,0,1,1
2016,Boxing,Netherlands,NED,2.0,3,0,16987330.0,,16.647978388900512,,0,1,0,1
2016,Cycling BMX Racing,Netherlands,NED,1.0,0,0,16987330.0,,16.647978388900512,,0,1,0,1
2016,Cycling Road,Netherlands,NED,1.0,0,0,16987330.0,,16.647978388900512,,1,1,1,3
2016,Cycling Track,Netherlands,NED,1.0,0,0,16987330.0,,16.647978388900512,,1,1,0,2
2016,Hockey,Netherlands,NED,2.0,32,0,16987330.0,,16.647978388900512,,0,1,0,1
2016,Judo,Netherlands,NED,2.0,11,0,16987330.0,,16.647978388900512,,0,0,1,1
2016,Marathon Swimming,Netherlands,NED,1.0,0,0,16987330.0,,16.647978388900512,,2,0,0,2
2016,Rowing,Netherlands,NED,1.0,36,0,16987330.0,,16.647978388900512,,1,1,1,3
2016,Sailing,Netherlands,NED,3.0,11,0,16987330.0,,16.647978388900512,,2,0,0,2
2020,Archery,Netherlands,NED,1.0,3,0,17181248.0,,16.659329172692708,,0,1,0,1
2020,Athletics,Netherlands,NED,1.0,27,0,17181248.0,,16.659329172692708,,2,3,3,8
2020,Boxing,Netherlands,NED,1.0,3,0,17181248.0,,16.659329172692708,,0,0,1,1
2020,Cycling BMX Racing,Netherlands,NED,1.0,0,0,17181248.0,,16.659329172692708,,1,0,1,2
2020,Cycling Road,Netherlands,NED,3.0,0,0,17181248.0,,16.659329172692708,,1,2,1,4
2020,Cycling Track,Netherlands,NED,2.0,0,0,17181248.0,,16.659329172692708,,3,1,2,6
2020,Equestrian Jumping,Netherlands,NED,2.0,0,0,17181248.0,,16.659329172692708,,0,0,1,1
2020,Hockey,Netherlands,NED,1.0,32,0,17181248.0,,16.659329172692708,,1,0,0,1
2020,Judo,Netherlands,NED,1.0,11,0,17181248.0,,16.659329172692708,,0,0,1,1
2020,Marathon Swimming,Netherlands,NED,2.0,0,0,17181248.0,,16.659329172692708,,0,1,0,1
2020,Rowing,Netherlands,NED,3.0,36,0,17181248.0,,16.659329172692708,,1,2,2,5
2020,Sailing,Netherlands,NED,2.0,11,0,17181248.0,,16.659329172692708,,1,0,2,3
2020,Swimming,Netherlands,NED,4.0,14,0,17181248.0,,16.659329172692708,,0,2,0,2
2024,3x3 Basketball,Netherlands,NED,0.0,0,0,17370682.0,,16.670294458112068,,1,0,0,1
2024,Artistic Swimming,Netherlands,NED,0.0,0,0,17370682.0,,16.670294458112068,,0,0,1,1
2024,Athletics,Netherlands,NED,8.0,27,0,17370682.0,,16.670294458112068,,2,1,3,6
2024,Cycling BMX Racing,Netherlands,NED,2.0,0,0,17370682.0,,16.670294458112068,,0,1,0,1
2024,Cycling Road,Netherlands,NED,4.0,0,0,17370682.0,,16.670294458112068,,0,1,0,1
